speaker,season,episode,scene,utterance,text
Tag Jones,7,4,7,9,Gotcha. Thanks again for meeting with me.
Tag Jones,7,4,7,11,What?
Tag Jones,7,4,7,13,I am?!
Tag Jones,7,4,7,15,I can't believe it!
Tag Jones,7,4,12,2,Rachel Green's office.
Tag Jones,7,4,12,4,Nobody. I was just practicing.
Tag Jones,7,4,12,8,Hi! Rachel Green's office.
Tag Jones,7,4,12,11,Phoebe! That's a great name.
Tag Jones,7,4,15,3,Do you have a minute?
Tag Jones,7,4,15,5,I got asked out twice today when I was at lunch...by guys.
Tag Jones,7,4,15,7,Yeah. Did you tell someone that I was gay?
Tag Jones,7,4,15,9,But I'm not gay. And I especially wouldn't want you to think I was gay.
Tag Jones,7,4,15,11,I don't think I should say.
Tag Jones,7,4,15,13,Okay.
Tag Jones,7,4,15,15,Well...
Tag Jones,7,4,15,17,I'd love to ask out your friend Phoebe.
Tag Jones,7,5,3,3,I just did them.
Tag Jones,7,5,3,5,What?
Tag Jones,7,5,3,7,"Yeah, I filled them out last night?"
Tag Jones,7,5,9,2,Good morning.
Tag Jones,7,5,9,4,Oh yeah! We went to the Knicks game.
Tag Jones,7,5,9,6,Then we went to this bar and he hooked us up with all these women!
Tag Jones,7,5,9,8,"Well kinda old, like 30."
Tag Jones,7,5,9,10,"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night."
Tag Jones,7,5,9,12,A little.
Tag Jones,7,5,9,15,How you doin'?
Tag Jones,7,5,11,2,"Hey Joey, you wanted to talk to me?"
Tag Jones,7,5,11,4,"Oh, yeah, this is from Rachel."
Tag Jones,7,5,11,7,Really?
Tag Jones,7,5,14,2,Good morning Rachel.
Tag Jones,7,5,14,4,Went out with Joey.
Tag Jones,7,5,14,6,No. We had a really good talk. I don't think I'm gonna do that bar scene anymore.
Tag Jones,7,5,14,8,"It's just not really who I am. Y'know, I've always been happier when...Why am I telling you this? You don't care about this stuff."
Tag Jones,7,5,14,10,"When I'm in a relationship, I love having a girlfriend."
Tag Jones,7,5,14,12,"Someone I can spoil, y'know?"
Tag Jones,7,5,14,14,Uh-huh! Let me ask you something?
Tag Jones,7,5,14,16,Do you believe that there is one perfect person for everyone?
Tag Jones,7,5,14,18,"And if that person is already in your life, you should do something about it right?"
Tag Jones,7,5,14,20,"All right then, it's settled."
Tag Jones,7,5,14,22,I'm gettin' back together with my ex-girlfriend.
Tag Jones,7,5,14,24,What?
Janice Litman Goralnik,7,7,3,8,How are you Ms. Hot Shot chef with the big fancy restaurant with the best chicken ever!
Janice Litman Goralnik,7,7,3,10,Ohh! What is that on your finger?! I'm blind!
Janice Litman Goralnik,7,7,3,12,"So, who's the lucky guy?"
Janice Litman Goralnik,7,7,8,2,Oh. Oh I just cannot believe Clark stood me up!
Janice Litman Goralnik,7,7,8,4,"Oh, what are you, stupid? It's been three hours."
Janice Litman Goralnik,7,7,8,6,"I should just go on to happier things, okay? Umm, why don't you tell about your lovely wedding?"
Janice Litman Goralnik,7,7,8,9,"Oh...wait...you two think of me as family?! Oh, I have to ask you something now and be honest; do you want me to sing Careless Whisper or Lady In Red?"
Janice Litman Goralnik,7,7,12,5,Chandler?
Janice Litman Goralnik,7,7,12,8,"Well umm, I thought I was going to go back to my apartment but then I just felt I couldn't really be alone tonight. I was wondering if I could maybe stay here with you, just I really feel that I need to be with family."
Janice Litman Goralnik,7,7,12,10,"Please, it's because otherwise I really don't know what I might do."
Janice Litman Goralnik,7,7,12,12,Do you have any tissues?
Janice Litman Goralnik,7,7,12,14,Okay!
Janice Litman Goralnik,7,7,12,20,"Hey you guys, umm do either one of you want to get in there before I take my bath."
Janice Litman Goralnik,7,7,12,22,Why not?
Janice Litman Goralnik,7,7,12,25,"Okay, I'm going to need a comforter, but did you have a hypoallergenic one because otherwise I get very nasal. Do you have a cat? 'Cause it's already happening. Do you hear that?"
Janice Litman Goralnik,7,7,12,28,Why?
Janice Litman Goralnik,7,7,12,30,He does?
Janice Litman Goralnik,7,7,12,35,"Oh...my Gawd, I-I understand. I-I am so sorry, I'll go. Good-bye Monica , I wish you a lifetime of happiness with him. Chandler, you call me when this goes in the pooper."
Tag Jones,7,8,4,13,"I, uh, wanted to see if your offer to spend Thanksgiving with you is still good."
Tag Jones,7,8,4,15,We kinda broke up this morning.
Tag Jones,7,8,4,17,"Yeah, so she went back to Ohio."
Tag Jones,7,8,4,50,You don't like puppies?
Tag Jones,7,8,4,80,Hey.
Tag Jones,7,8,4,82,Not bad.
Tag Jones,7,8,4,84,Thanks.
Tag Jones,7,8,4,86,A year. On and off. I kinda thought we'd end up together. I don't anymore.
Tag Jones,7,8,4,88,Yeah.
Tag Jones,7,8,4,90,"It's weird. I always used to assume, that I would meet someone and fall in love and be happy and all that was just a given. But lately it's like what if it's not. Do you ever have that feeling?"
Tag Jones,7,8,4,92,Why?
Tag Jones,7,8,4,94,"You have all the answers, don't you?"
Tag Jones,7,8,4,96,"Hey, thanks for talking to me."
Tag Jones,7,8,4,99,What?
Tag Jones,7,8,5,2,What did Joey say? I like you back?
Tag Jones,7,8,5,4,Wait-wait a minute; that doesn't make any sense.
Tag Jones,7,8,5,6,Wow.
Tag Jones,7,8,5,8,Oh my god! Those guys are stealing my car!
Tag Jones,7,8,5,10,Right there! That's my car! Hey!!
Tag Jones,7,8,5,12,I can't believe this!
Tag Jones,7,8,7,66,I'm okay. I gotta go down to the police station and look at mug shots.
Tag Jones,7,8,7,68,"Thanks for having me over, you guys."
Tag Jones,7,8,7,70,Colorado.
Tag Jones,7,8,7,74,Okay.
Tag Jones,7,8,7,76,"Um, I'm not."
Tag Jones,7,8,7,78,"No, you didn't. The only thing that freaked me out was you saying that nothing could ever happen between us."
Tag Jones,7,8,7,80,"Yeah, so, please don't fire me for doing this."
Tag Jones,7,9,3,3,"Yes, at 4:00."
Tag Jones,7,9,3,5,I'd better get back to my desk.
Tag Jones,7,9,3,7,My what?
Tag Jones,7,9,3,9,Are you serious?
Tag Jones,7,9,6,3,No! It was marked confidential I just sent it down to Human Resources.
Tag Jones,7,9,6,5,A joke they would appreciate?
Tag Jones,7,9,6,7,What did you say?!
Tag Jones,7,9,6,9,"No, not my touchie."
Tag Jones,7,9,11,3,That's kinda sad.
Tag Jones,7,9,11,5,Got it!
Tag Jones,7,9,11,16,"Uh Mr. Zelner, I'm the one who filled in that evaluation."
Tag Jones,7,9,11,18,"Yeah-yeah-yeah-yeah-yeah, I thought it would be funny."
Tag Jones,7,9,11,20,"Yes. I have a weird sense of humor, and I'm kinda strangely proud of my butt."
Tag Jones,7,9,11,25,"No, don't worry about it."
Tag Jones,7,9,11,27,"Are you kidding me?! With a cute butt like this, I'd find work."
Tag Jones,7,9,11,29,Y'know what?
Tag Jones,7,9,11,31,I feel great. In fact! What?
Tag Jones,7,9,11,33,"Oh, I'm sorry."
Tag Jones,7,12,1,10,"Hey, I wonder if you can see my apartment from up here."
Tag Jones,7,12,1,12,What?
Tag Jones,7,12,7,3,Sure.
Tag Jones,7,12,7,5,If this is your idea of sexy talk?
Tag Jones,7,12,7,7,What contracts?
Tag Jones,7,12,7,9,Like what?
Tag Jones,7,12,7,11,"Rach, I'm sorry, but you didn't give me any contracts!"
Tag Jones,7,12,7,13,"I'm telling you, you never gave them to me."
Tag Jones,7,12,7,15,"No, I would see you looking embarrassed because they are not on my desk!"
Tag Jones,7,12,7,17,You wanna go down to the office right now?
Tag Jones,7,12,7,19,Okay I understand. I wouldn't want to be proved wrong either.
Tag Jones,7,12,11,2,"Okay! Feel free to look, but I'm telling you those contracts are not on this desk."
Tag Jones,7,12,11,4,It's my sister.
Tag Jones,7,12,11,6,So when do you imagine you gave them to me? In the morning or in the afternoon?
Tag Jones,7,12,12,2,It's not here.
Tag Jones,7,12,12,4,How could I have left them in the copy room?
Tag Jones,7,12,12,6,Fine.
Tag Jones,7,12,17,3,Still no luck.
Tag Jones,7,12,17,5,Do you want me to check again?
Tag Jones,7,12,17,7,"Well, it's not out here. Is there any chance it could be in your office?"
Tag Jones,7,12,17,9,Any luck?
Tag Jones,7,12,17,11,Yeah? You found them!! Y'know what? I'm not even going to gloat. I'm just really relived this whole thing is over.
Tag Jones,7,12,17,13,I did not!
Tag Jones,7,12,17,15,How did you know they were in my bottom drawer?
Jack Geller,7,13,7,3,I'm here!
Jack Geller,7,13,7,5,"Hi. God, it seems like just yesterday you guys used to come out to watch me work."
Jack Geller,7,13,7,7,"Well, it's time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling."
Jack Geller,7,13,7,9,I'm sorry we can't store your childhood things anymore.
Jack Geller,7,13,7,11,"Well, I don't know what's in the boxes down here, but I do know there are six or seven Easy Bake Ovens in the attic."
Jack Geller,7,13,7,15,"So, I think you're boxes are over here."
Jack Geller,7,13,7,17,"I don't know. They-they must be your mother's, but please, please don't ask her. I'll throw these away."
Jack Geller,7,13,7,19,"Oh look, look there's your old makeup kit!"
Jack Geller,7,13,7,21,"Well, the white seems to be untouched. Uh-oh."
Jack Geller,7,13,7,23,Y'know how the garage floods every Spring?
Jack Geller,7,13,7,25,I think I accidentally used Monica's boxes to keep the water away from the Porsche.
Jack Geller,7,13,7,27,You don't secretly smoke do you?
Jack Geller,7,13,7,29,So it's just your mother then.
Jack Geller,7,13,11,2,"Well, she'll understand right? It's not like I did it on purpose."
Jack Geller,7,13,11,4,"Oh my God, does she really thinks that?"
Jack Geller,7,13,11,6,"Well I don't know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could..."
Jack Geller,7,13,11,8,Really?
Jack Geller,7,13,11,10,Great!
Jack Geller,7,13,11,12,Sure!
Jack Geller,7,13,11,14,This could've been hers!
Jack Geller,7,13,11,16,Your make-up kit? I'd feel better.
Jack Geller,7,13,14,5,That's a good one! Do you hear that Ross? Three days!
Jack Geller,7,13,14,14,"Oh, yeah you loved that glove! You took it every place you went. You never went any place without that glove."
Jack Geller,7,13,14,21,"Well, the garage flooded sweetie and it ruined everything in your boxes. I'm sorry."
Jack Geller,7,13,14,23,I'm afraid so.
Jack Geller,7,13,14,25,"Well, I used your boxes to divert water away from the Porsche."
Jack Geller,7,13,14,27,There was also leaves and guk and stuff.
Jack Geller,7,13,14,29,Screw it! I'm having one.
Jack Geller,7,13,17,5,How are you honey?
Jack Geller,7,13,17,8,"Sweetheart, we love you just as much as Ross! Now, I'm sorry about everything that happened and I'd probably never be able to make it up to you, but here's a start."
Jack Geller,7,13,17,10,"It's the key to my Porsche. Well, the key to your Porsche."
Jack Geller,7,13,17,13,"I've been thinking about getting rid of it. I was driving it the other day and saw my reflection in a store window. Your mother's right, I do look like an ass."
Jack Geller,7,13,17,16,Why don't we take it for a spin?
Tag Jones,7,14,1,7,Hey.
Tag Jones,7,14,1,9,Ms. Green would like to establish some ground rules before she comes out. She would appreciate it if you don't use the words old or downhill or they still look pretty damn good.
Tag Jones,7,14,3,3,"Come on, let's have some fun. Huh? What do you want to do today?"
Tag Jones,7,14,4,5,"Look Rachel, I know what you're going through. I'm totally freaked about turning 25."
Tag Jones,7,14,4,9,Why? What you'd do?
Judy Geller,7,14,4,16,You've done a wonderful job with this party Chandler. Everything looks so lovely.
Jack Geller,7,14,4,18,It's older than that. Ross was actually conceived right near this tuxedo.
Jack Geller,7,14,4,22,Crap.
Jack Geller,7,14,7,5,"Happy birthday, sweetie! Give us a hug!"
Judy Geller,7,14,7,6,Don't get up Jack! The safety pins are about to blow.
Tag Jones,7,14,8,2,This one's from me.
Tag Jones,7,14,8,4,"It wasn't on your list, but hopefully you'll think it's really fun."
Judy Geller,7,14,10,14,Speech! Come on Monica!
Jack Geller,7,14,10,18,"Hey Chandler, you can't keep your hands off her for one second!"
Judy Geller,7,14,10,19,"Oh-ho, I think it's nice."
Tag Jones,7,14,13,11,Hey.
Tag Jones,7,14,13,13,How are you doing? Are you feeling any better?
Tag Jones,7,14,13,15,Okay.
Tag Jones,7,14,13,17,What's up?
Tag Jones,7,14,13,19,"Wait! I think I see where you're going, but before you say anything else, can I just say one more thing?"
Tag Jones,7,14,13,21,"Rachel, don't do this. This is just because you're turning thirty."
Tag Jones,7,14,13,23,Twenty-four actually.
Tag Jones,7,14,13,25,Me too.
Carol Willick,7,16,7,2,Hey Rachel!
Carol Willick,7,16,7,4,What a nice surprise! What are you doing here?
Carol Willick,7,16,7,6,Can I ask what-Come on in.
Carol Willick,7,16,7,8,"Umm uh, I'll make some coffee and we can uh, chat."
Carol Willick,7,16,7,12,"Rach, do you want some sugar in your coffee?"
Carol Willick,7,16,10,19,Hey Ross!
Carol Willick,7,16,10,21,What's not funny?
Carol Willick,7,16,10,23,Oh I...I think they're funny.
Carol Willick,7,16,10,25,What?
Carol Willick,7,16,10,27,Oh my God!
Richard Burke,7,23,3,6,Nice to meet you Joey.
Richard Burke,7,23,3,8,No I didn't.
Richard Burke,7,23,3,10,I think I lost. Three times.
Richard Burke,7,23,3,13,"Yeah, sure."
Richard Burke,7,23,3,16,Forget the platoon! The platoon is gone!
Richard Burke,7,23,3,18,The platoon is dead! Face facts Tony!
Richard Burke,7,23,3,20,"No, we still have food in the basement! I saw potatoes and some dry pasta!"
Richard Burke,7,23,3,25,"We may not have any weapons, but we still have food. In the basement I saw potatoes and some dry pasta, and a few tins of tuna!"
Judy Geller,7,23,5,18,It's lovely to meet you.
Jack Geller,7,23,5,19,So are you his mother or his father?
Judy Geller,7,23,5,20,Jack!
Jack Geller,7,23,5,21,What?! I've never seen one before!
Jack Geller,7,23,5,24,I didn't even have a chance to act as though I'm okay with it!
Jack Geller,7,23,5,35,...of course you can kick his ass son.
Judy Geller,7,23,5,36,You could kick anyone's ass you want too.
Jack Geller,7,23,5,46,Doctor Ross Geller.
Richard Burke,7,23,10,2,"Hey Joey, could you uh, go through these lines with me?"
Richard Burke,7,23,10,4,Just the last two pages.
Richard Burke,7,23,10,7,I found the picture!
Richard Burke,7,23,10,10,"Could you uh, could you lower your script? I need to see your face so I can uh, play off your reaction."
Richard Burke,7,23,10,12,"Oh, thanks."
Richard Burke,7,23,10,14,Well of course I am!
Richard Burke,7,23,10,16,"That's what real actors do! Annunciation is the mark of a good actor! And when you enunciate, you spit!"
Richard Burke,7,23,10,18,Great!
Jack Geller,7,23,11,9,"Well you kids talk about this place so much, we thought we'd see what all the fuss is about."
Judy Geller,7,23,11,10,I certainly see what the girls like coming here.
Judy Geller,7,23,11,12,The sexy blonde behind the counter.
Jack Geller,7,23,11,14,Your mother just added him to her list.
Judy Geller,7,23,11,16,"Yeah, the list that-of people we're allowed to sleep..."
Jack Geller,7,23,11,18,"And if you see Rita Moreno, let her know I'm looking for her."
Richard Burke,7,23,12,3,I found the picture!
Richard Burke,7,23,12,5,The picture of my wife! In your pack!
Richard Burke,7,23,12,7,Why do have a picture of Paulette in your pack?!
Richard Burke,7,23,12,12,"Oh you're awesome! And, in that last speech? You soaked me."
Richard Burke,7,24,3,15,I'm wearing two belts.
Richard Burke,7,24,3,17,No!
Richard Burke,7,24,3,19,All right.
Richard Burke,7,24,6,3,That can be arranged.
Richard Burke,7,24,6,8,Are you a little off today? It's going terribly slowly.
Richard Burke,7,24,6,10,Of course! I'm-I'm sorry. I-I'd hate you to miss anything like that on account of me. I can do this!
Richard Burke,7,24,6,14,"Now, that can be arranged! Slippery little bugger!"
Judy Geller,7,24,7,4,Here comes the bride.
Jack Geller,7,24,10,3,I thought he was with you.
Jack Geller,7,24,10,5,"You can't ask us son, that's cheating."
Judy Geller,7,24,10,7,"Well, he better not come by here. He can't see the bride in the wedding dress."
Richard Burke,7,24,11,5,You wouldn't happen to have a very big fork?
Richard Burke,7,24,11,7,Well have we finished the scene?
Richard Burke,7,24,11,9,As were you.
Richard Burke,7,24,11,11,Why? Are we done for the day?
Richard Burke,7,24,11,13,"Oh, thank you. You're welcome."
Richard Burke,7,24,11,15,Is that my ass?
Jack Geller,7,24,12,28,Way to go son! I knew you'd find him!
Judy Geller,7,24,13,13,Oh I wish you're grandmother had lived to see this.
Judy Geller,7,24,13,15,"Not that old crow, my mother. Congratulations darling."
Jack Geller,7,24,13,16,I love you sweetheart.
Jack Geller,8,1,4,105,"Chandler, I'm gonna have you arrested."
Jack Geller,8,1,4,107,You stole my moves.
Tag Jones,8,2,8,11,Hey Rach.
Tag Jones,8,2,10,2,"So, what's this about?"
Tag Jones,8,2,10,4,No. This is my red sweater.
Tag Jones,8,2,10,6,What's going on Rach?
Tag Jones,8,2,10,8,"Y'know, I'm actually glad Phoebe called. I know we broke up because you thought I wasn't mature enough, but I've really grown up and think we should get back together."
Tag Jones,8,2,10,10,It is the right time.
Tag Jones,8,2,10,12,I'm ready for more.
Tag Jones,8,2,10,14,"Come on Rach, let's give it another try."
Tag Jones,8,2,10,16,Oh.
Tag Jones,8,2,10,19,Thank you.
Tag Jones,8,2,12,3,"Good! Good, long time no see."
Tag Jones,8,2,12,5,Like your sweater.
Tag Jones,8,2,12,7,"Oh, it's crazy about Rachel huh?"
Tag Jones,8,2,12,9,So whose is it?
Tag Jones,8,2,12,11,Okay.
Judy Geller,8,18,3,5,Jack?
Jack Geller,8,18,3,6,Why would you serve food on such a sharp stick?
Judy Geller,8,18,3,13,"Can we talk to you for just a y'know... It's just a little thing. Well we think it's absolutely marvelous that you're having this baby out of wedlock, some of our friends are less open-minded. Which is why we've told them all that you're married."
Judy Geller,8,18,3,15,Thanks for going along with this.
Jack Geller,8,18,3,17,"Son, I had to shave my ears for tonight. You can do this."
Judy Geller,8,18,4,77,"Thank you Monica that was uh, interesting. Wasn't it interesting, Jack?"
Jack Geller,8,18,4,78,Why don't I remember this dog?
Judy Geller,8,18,4,79,"Ross, why don't you give us your toast now?"
Judy Geller,8,18,4,81,You're not going to say anything? On our 35th wedding anniversary?
Judy Geller,8,18,4,83,Oh Ross...
Jack Geller,8,18,4,84,I just wish Nana were alive to hear Ross's toast.
Judy Geller,8,23,4,9,Am I interrupting?
Judy Geller,8,23,5,3,"Oh that's all right, I'm coming back later with your father."
Judy Geller,8,23,5,5,I actually needed to talk to you before the birth.
Judy Geller,8,23,5,7,"I brought something that I want to give you, assuming of course that you want it."
Judy Geller,8,23,5,9,"This is your grandmother's engagement ring, I want you to give it to Rachel."
Judy Geller,8,23,5,11,Just hear me out!
Judy Geller,8,23,5,13,"Honestly! Ross, this isn't just some girl you picked up in a bar and humped. A child should have a family."
Judy Geller,8,23,5,15,"Just...think about it. If you don't, I'll talk more about humping."
Judy Geller,8,23,5,18,Oh hi dear!
Janice Litman Goralnik,8,24,4,2,I....can't....believe this!
Janice Litman Goralnik,8,24,4,4,I mean this is so great! We're gonna be baby buddies!
Janice Litman Goralnik,8,24,4,7,"Hi! Hi sweetheart! This is my husband Sid, I don't think you've met him. Ross, Rachel, this is Sid. I nabbed him a year ago at the dermatologist's office. Thank God for adult acne huh?"
Janice Litman Goralnik,8,24,4,11,"Oh y'know what? You have to speak very loudly when you're talking to Sid, because he's almost completely deaf."
Janice Litman Goralnik,8,24,4,15,"So? Congratulations you two, I didn't even know you got married."
Janice Litman Goralnik,8,24,4,18,What?!
Janice Litman Goralnik,8,24,4,20,Why?!!
Janice Litman Goralnik,8,24,4,22,Oh. Well then shut me up.
Janice Litman Goralnik,8,24,4,24,"Uh-oh, I feel another one coming."
Janice Litman Goralnik,8,24,7,9,Chandler Bing!
Janice Litman Goralnik,8,24,7,12,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler."
Janice Litman Goralnik,8,24,7,14,It's you. This is yours.
Janice Litman Goralnik,8,24,7,16,Look how nervous he gets! We haven't slept together in years!
Janice Litman Goralnik,8,24,14,2,Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride.
Janice Litman Goralnik,8,24,14,4,He's a keeper. How are you feeling?
Janice Litman Goralnik,8,24,14,6,"Can I just say, I really admire what you're doing. Just raising her all alone."
Janice Litman Goralnik,8,24,14,8,"Oh, sure. Now. But what happens when he meets somebody else and gets married?"
Janice Litman Goralnik,8,24,14,10,"I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family."
Janice Litman Goralnik,8,24,14,12,"Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs."
Janice Litman Goralnik,8,24,14,14,"I hate to be the one to say it, but honey you two are on your own."
Janice Litman Goralnik,8,24,14,17,Oh hi!
Janice Litman Goralnik,8,24,14,19,"Say hello to Aaron, your future son-in-law."
Janice Litman Goralnik,8,24,14,21,I'm gonna leave the three of you alone.
Janice Litman Goralnik,8,24,14,23,Bye.
Jack Geller,9,1,1,15,Where's my granddaughter? I've been practicing my magic tricks.
Jack Geller,9,1,1,18,She went to pick up Aunt Liddy.
Jack Geller,9,1,1,20,So when do I get to meet Emma and show her this?
Jack Geller,9,1,2,2,"Look at her, my first grandchild."
Jack Geller,9,1,2,4,"Well of course Ben, I meant my first granddaughter. Wow."
Jack Geller,9,1,2,41,Noted.
Jack Geller,9,1,2,43,"Are you kidding me, I could stay and look at her forever."
Jack Geller,9,1,4,2,I think there are people in there having sex.
Jack Geller,9,1,4,4,Wanna peek?
Jack Geller,9,1,4,6,Come on!
Jack Geller,9,1,4,9,Well I'm peeking. Oh my God!
Jack Geller,9,1,7,5,Of course. I'll always be your dad.
Jack Geller,9,1,7,9,"Oh, I don't think that. Before today I never thought of you two having sex at all. It was a simpler time."
Jack Geller,9,1,7,11,What?
Jack Geller,9,1,7,13,"Oh my God! This is so exciting! Well, get back in there! I'll guard the door!"
Jack Geller,9,1,7,15,Whoa-whoa-whoa! I don't think so! Aren't you ovulating?
Jack Geller,9,1,7,17,"Well you gotta get at it princess! When your mother and I were trying to conceive you, whenever she was ovulating, bam, we did it. That's how I got my bad hip."
Jack Geller,9,1,7,19,"This one time I had my knee up on the sink and your mother, she was."
Jack Geller,9,1,7,21,"You're right, you're right. This is about your positions. Now, what I saw in the closet is not the optimum position for conceiving a child, although it might feel good."
Jack Geller,9,1,7,23,"But pleasure is important, and it helps if the woman has an orgasm. You up to the task sailor?"
Jack Geller,9,1,11,1,"Kids, I spoke to a doctor and picked up this pamphlets on how to get pregnant."
Jack Geller,9,1,11,4,"Sorry to bother you again, but could you pass my pamphlets back? Thank you."
Mike Hannigan,9,3,7,3,Yeah?
Mike Hannigan,9,3,8,1,"I gotta tell you, I can't believe I'm doing this with you. Although I did just get out of a nine-year relationship, so I guess I should be open and taking some risks."
Mike Hannigan,9,3,8,3,I am Mike.
Mike Hannigan,9,3,8,8,"How do I and Joey know each other? Wow, if I had a nickel for every time somebody has asked me that."
Mike Hannigan,9,3,8,10,"Yeah, we met in college. I mean, high school."
Mike Hannigan,9,3,8,12,"Well, I'm a lawyer."
Mike Hannigan,9,3,8,14,"Actually, I just gave up my practice."
Mike Hannigan,9,3,8,16,"I always wanted to play piano professionally, and I figured if I don't do this now, I never will."
Mike Hannigan,9,3,11,3,"No, I didn't."
Mike Hannigan,9,3,11,7,'Days of Our Lives'! That's why you look so familiar!
Mike Hannigan,9,3,11,9,What?!
Mike Hannigan,9,3,11,14,Six!
Mike Hannigan,9,3,11,18,"I'm sorry too. And just to be clear, I didn't hit his mother with a car."
Mike Hannigan,9,3,11,24,It was nice meeting you!
Mike Hannigan,9,3,13,1,"Excuse me, hi. I was hoping I would run into you. Can we talk?"
Mike Hannigan,9,3,13,3,"I'm sorry, really, I'm so embarrassed. Really, I'm a pretty nice guy. Just ask my parole officer...Apparently I'm not a funny guy."
Mike Hannigan,9,3,13,5,"Because I was told I'd get a free dinner, which I didn't. And that I'd meet a pretty girl. Which I did."
Mike Hannigan,9,3,13,7,"My name in Mike, and I do play piano."
Mike Hannigan,9,3,13,9,There isn't a piano here.
Mike Hannigan,9,3,13,13,Really?
Mike Hannigan,9,3,13,15,That's great. What kind of music do you play?
Mike Hannigan,9,3,13,17,"Do you think that maybe, sometime, I could..."
Mike Hannigan,9,3,13,19,Okay. Do you think maybe sometime I could take you out?
Mike Hannigan,9,4,1,20,Phoebe what's wrong?
Mike Hannigan,9,4,1,23,its Mike Hanagen.
Mike Hannigan,9,4,1,25,"Hey, so are you sure your ready to go."
Mike Hannigan,9,4,5,2,Sure who are you?
Mike Hannigan,9,4,5,4,Oh.
Mike Hannigan,9,4,5,6,"Ok, unless you're not gonna try to get me to join a cult are you?"
Mike Hannigan,9,4,5,8,oh it's just you have that look.
Mike Hannigan,9,4,5,10,what's up is Phoebe ok?
Mike Hannigan,9,4,5,12,that's why she was weird.
Mike Hannigan,9,4,5,14,"I'm not blowing her off, I actually just got off the phone with her, were going out tomorrow night, I mean I hope that's ok with you stranger from the coffee house."
Mike Hannigan,9,4,5,16,hey wait wait wait wait wait! Is that true what you said Phoebe's never had a serious relationship?
Mike Hannigan,9,4,5,18,but you did say it.
Mike Hannigan,9,4,5,20,Vicrum?
Mike Hannigan,9,4,8,18,"You know I'm trying to think of the last time I opened a door and you weren't there, Phoebe are you ok?"
Mike Hannigan,9,4,10,2,But Rachel I thought she just had a baby with Ross.
Mike Hannigan,9,4,10,4,that is so wrong and on top of that his a glue sniffer.
Mike Hannigan,9,4,10,6,"I just think there's somebody better out there for you, I mean I'm not saying me but. maybe me."
Mike Hannigan,9,4,10,8,"and you don't have to worry about glue sniffing with me. although I do smell the occasional magic marker, yeah ah anyway I just think I can make you happy."
Mike Hannigan,9,4,10,10,what's wrong?
Mike Hannigan,9,4,10,12,uh huh.
Mike Hannigan,9,4,10,14,No. well look can I think your weird and also cool for telling me the truth and also wanna kiss you.
Mike Hannigan,9,4,10,16,Definitely.
Judy Geller,9,5,10,4,"I understand, separation is hard. One time I was about to leave Ross to go to the beauty parlor and he got so upset, he took off all his clothes, tucked his ??? between his legs and cried out: ""Mommy, I'm a girl, take me with you."""
Mike Hannigan,9,6,2,1,This is nice.
Mike Hannigan,9,6,2,3,You need both hands for that?
Mike Hannigan,9,6,2,7,Is it?
Mike Hannigan,9,6,2,9,"Okay, when I got divorced, I didn't think I'd feel this way about someone for a really long time... Then again, I didn't think I'd meet someone like you... and... this may be crazy soon, but... I want you to have this... No, not... that's gum. Ooh, five bucks... I love it when that happens, you know... Think no note's there..."
Mike Hannigan,9,6,2,11,"Oh, sorry."
Mike Hannigan,9,6,2,13,It's to my apartment.
Mike Hannigan,9,6,2,15,"Yeah, look, and I don't want you to feel like you have to give me your key just because..."
Mike Hannigan,9,6,2,17,"Oh, thank God."
Mike Hannigan,9,6,2,19,"Is this cool, huh?"
Mike Hannigan,9,6,11,7,"Well... hey, the key works...!"
Mike Hannigan,9,6,13,1,So... how many guys have your key?
Mike Hannigan,9,6,13,3,Your lipstick's on his mouth.
Mike Hannigan,9,6,13,6,Did you uhm...
Mike Hannigan,9,6,13,8,...kiss him?
Mike Hannigan,9,6,13,11,Don't point your finger at me.
Mike Hannigan,9,6,13,13,Well... I'll... just show you what I'm gonna do about it...
Mike Hannigan,9,6,13,16,"Well, if I ever goto Minsk, you'd better watch out."
Mike Hannigan,9,6,13,18,"Well, I might."
Mike Hannigan,9,6,13,22,"Hey, what are you kidding me?"
Mike Hannigan,9,6,13,25,It's never gonna happen again right?
Mike Hannigan,9,7,6,1,Wow! You look like... like my mom.
Mike Hannigan,9,7,6,3,Great! Come on in!
Mike Hannigan,9,7,6,5,"No, my parents are rich."
Mike Hannigan,9,7,6,7,"Mom, dad, this is Phoebe. Phoebe, these are my parents: Theodore and Bitsy."
Mike Hannigan,9,7,6,15,Hey... Wh... What are you doing?
Mike Hannigan,9,7,6,17,"Yeah, I'm sure they will, but you don't have to do this... I'm wanting them to get to know Phoebe, not Phoebe..."
Mike Hannigan,9,7,6,19,"Well, come on..."
Mike Hannigan,9,7,7,2,"No, no, no, you're doing fine, really... Why don't you go talk to my dad?"
