speaker,emotion,season,episode,scene,utterance,text
Ross Geller,Joyful,4,15,7,15,Come on! The time we were all waiting in line for Dances With Wolves and that one guy cut in line in front of us and I just lost it?! Screamed at him! Turned all red! Red Ross!!
Joey Tribbiani,Neutral,4,15,7,16,No.
Ross Geller,Powerful,4,15,7,17,You'll see.
Emily Waltham,Peaceful,4,15,7,19,"Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time."
Liam,Mad,4,15,7,20,You don't say!
Emily Waltham,Peaceful,4,15,7,21,"Good luck, babe."
Liam,Joyful,4,15,7,23,Ross! Ross! Come on! Get in here! Ross! Come on!
Liam,Mad,4,15,7,25,"Ross, come on! Get in the bloody scrum! Ross, get in!"
Ross Geller,Joyful,4,15,7,27,JOEY!!!!!!
Rachel Green,Joyful,4,15,8,2,"You...are...not going to believe it! Joshua came into work today, and guess what happened?"
Monica Geller,Joyful,4,15,8,3,He asked you out?!
Rachel Green,Joyful,4,15,8,4,No. But I was showing him some cufflinks and I felt his pulse.
Monica Geller,Joyful,4,15,8,5,Saucy!
Rachel Green,Neutral,4,15,8,6,What are these?
Monica Geller,Neutral,4,15,8,7,Electrical plans for the building.
Rachel Green,Scared,4,15,8,8,"Okay, okay, okay should I be scared?"
Monica Geller,Neutral,4,15,8,9,"I know that switch does something, okay? So-so I went down to city hall and got these. All I had to do was pay $25 and wait in line for three hours."
Rachel Green,Powerful,4,15,8,10,Wow! If only more people knew.
Chandler Bing,Scared,4,15,9,2,"Y'know you, really didn't have to take me to the airport."
Janice Litman Goralnik,Sad,4,15,9,3,"Oh please. Every moment is precious. Y'know? Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends don't really seem to care too much that you're leaving."
Chandler Bing,Peaceful,4,15,9,4,"Well, we're really not that close. Okay, so I guess this is uh, good-bye then."
Janice Litman Goralnik,Scared,4,15,9,5,"On no! No! It's not good-bye, I'm not leaving until you get on that plane."
Chandler Bing,Scared,4,15,9,6,"Okay. Then I guess it's just, wait here then. Hi. I need one fake ticket to Yemen."
Ticket Counter Attendant,Neutral,4,15,9,7,One ticket to Yemen?
Chandler Bing,Scared,4,15,9,8,"Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket."
Ticket Counter Attendant,Neutral,4,15,9,9,"I'm sorry sir, I don't understand."
Chandler Bing,Scared,4,15,9,10,What would you give to a kid if he wanted a ticket to play with?
Ticket Counter Attendant,Neutral,4,15,9,11,Are you travelling with a child?
Chandler Bing,Scared,4,15,9,12,"No. All right, y'know what, she's gonna think that I'm handing you a credit card, but what I'm really gonna do is hand you a library card."
Ticket Counter Attendant,Neutral,4,15,9,13,"Ah, sir a ticket to Yemen is $2,100 and we don't take library cards."
Janice Litman Goralnik,Joyful,4,15,9,14,What's the matter? Is something wrong? Do you have to stay?
Chandler Bing,Mad,4,15,9,15,American Express?
Rachel Green,Joyful,4,15,11,2,Hey!
Monica Geller,Joyful,4,15,11,3,Hi!
Rachel Green,Neutral,4,15,11,4,What-what are-what are these?
Monica Geller,Joyful,4,15,11,5,"Oh, just some pictures I made and hung up. I thought they'd brighten up the place. They do don't you think?"
Monica Geller,Mad,4,15,11,7,"No-no-no, no!"
Monica Geller,Joyful,4,15,11,9,"I know that there's no hole there, I just really liked that picture."
Rachel Green,Mad,4,15,11,11,Oh my God! Look at this!
Monica Geller,Mad,4,15,11,12,"Okay, but there is a wire back there! I mean that switch is connected to something!"
Rachel Green,Mad,4,15,11,13,I don't care! The wires have come loose in your head!
Monica Geller,Neutral,4,15,11,14,I just thought that if I could follow the wire I could find out what it did.
Rachel Green,Mad,4,15,11,15,And did you?!
Monica Geller,Scared,4,15,11,16,"No. It disappears back there behind that baseboard. For a minute there, I thought it went downstairs."
Monica Geller,Neutral,4,15,11,18,But it didn't. Say hello to Mrs. Chatracus.
Rachel Green,Neutral,4,15,11,19,Oh my God.
Mrs. Chatracus,Peaceful,4,15,11,20,Hello darling.
Rachel Green,Scared,4,15,11,21,"Hello, Mrs. Chatracus."
Phoebe Buffay,Scared,4,15,12,2,"Now, are you sure you don't want to go see a doctor?"
Ross Geller,Joyful,4,15,12,3,"Oh no! That-that'll just bring me down! This was great! I mean I-I-I was great! This is a great day! Y'know what? I'm buying everyone coffee. All right? If someone would just grab my wallet, it's in my pocket."
Joey Tribbiani,Peaceful,4,15,12,4,"Yeah, sure."
Ross Geller,Mad,4,15,12,5,"No, not you."
Joey Tribbiani,Scared,4,15,12,6,"Uhh, look, your eye's still popping out a little, I'm gonna go get some ice."
Phoebe Buffay,Joyful,4,15,12,7,"Ooh, ice! I am so in the mood for ice!"
Emily Waltham,Joyful,4,15,12,8,You were amazing out there.
Ross Geller,Joyful,4,15,12,9,"Oh, I kinda was, wasn't I?"
Emily Waltham,Joyful,4,15,12,10,Oh my God!
Ross Geller,Joyful,4,15,12,11,"I made a man twice my size cry. I mean, I haven't done that since I was four and I washed my dad's Porsche with rocks."
Emily Waltham,Joyful,4,15,12,12,You really enjoyed yourself didn't you?
Ross Geller,Joyful,4,15,12,13,"Please! Are you kidding? I-I hurt three huge men, I gave a guy a bloody nose-I mean I-I'm not proud of it but, I really am. And it's all because of you, wonderful, amazing you."
Emily Waltham,Scared,4,15,12,14,I think you've got concussion.
Ross Geller,Joyful,4,15,12,15,"No, no, I'm serious. Thank you."
Emily Waltham,Scared,4,15,12,16,You're welcome. I'm sorry. Did I hurt you?
Ross Geller,Joyful,4,15,12,17,"It's worth the pain. Y'know what, you know what? It's not."
Ticket Counter Attendant,Neutral,4,15,13,2,This is the final boarding call for Flight 664 to Yemen.
Chandler Bing,Scared,4,15,13,3,"Well, I-I guess I gotta go."
Janice Litman Goralnik,Peaceful,4,15,13,4,"Oh, my Bing-a-ling. I'll wait for you. Do you even know how long you're going to be gone?"
Chandler Bing,Scared,4,15,13,5,"Well, just until we find an energy source to replace fuel."
Janice Litman Goralnik,Neutral,4,15,13,6,"Oh. Well, I'll right you everyday. 15 Yemen Road, Yemen."
Chandler Bing,Powerful,4,15,13,7,"Okay, good-bye. Good-bye."
Janice Litman Goralnik,Scared,4,15,13,9,Chandler?
Chandler Bing,Scared,4,15,13,10,No!
Janice Litman Goralnik,Sad,4,15,13,11,Chandler!
Chandler Bing,Powerful,4,15,13,12,"Janice! There you are! There you are! I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane!"
Janice Litman Goralnik,Sad,4,15,13,13,No! No! I wanna see you take-off.
Chandler Bing,Neutral,4,15,13,14,"Well, I then guess I'm going to Yemen! I'm going to Yemen! When we get to Yemen, can I stay with you?"
Monica Geller,Scared,4,16,1,2,What is it hon?
Phoebe Buffay,Joyful,4,16,1,3,"I-I can't find anything that I want to eat! Everything I eat makes me nauseous! I'm telling you, being pregnant is no piece of cake-ooh! Cake! No."
Monica Geller,Sad,4,16,1,4,"Aww, honey I'm sorry."
Phoebe Buffay,Scared,4,16,1,5,God! Ooh! What is that smell? It's coming from the bathroom. Ooh!
Chandler Bing,Peaceful,4,16,1,6,Wow! Pregnancy does give you some weird cravings.
Joey Tribbiani,Joyful,4,16,1,8,Yeah?
Phoebe Buffay,Joyful,4,16,1,9,"It's me. It's Phoebe. Listen there's something in here I want to eat, what-what smells so good?"
Joey Tribbiani,Neutral,4,16,1,11,Is it the shampoo? It's guava.
Phoebe Buffay,Peaceful,4,16,1,12,No!
Joey Tribbiani,Joyful,4,16,1,13,Oh! Wait-wait! Is it my bologna sandwich?
Phoebe Buffay,Joyful,4,16,1,14,Yes. Yes. Yes. I can't believe it! The baby wants bologna! Maybe he wants me to eat meat? I can't eat meat!
Joey Tribbiani,Joyful,4,16,1,15,"Oh, wait-wait! Maybe it's a pickle?!"
Joshua Burgin,Powerful,4,16,3,2,Okay!
Rachel Green,Powerful,4,16,3,3,"Oh, here's that trench-coat that you wanted."
Joshua Burgin,Powerful,4,16,3,4,"Oh great! Wow! Yeah, it's comfortable."
Rachel Green,Powerful,4,16,3,5,Yeah?
Joshua Burgin,Powerful,4,16,3,6,"Man, I could really flash somebody in this thing."
Rachel Green,Peaceful,4,16,3,7,"Oh no-no, no-no, they don't want you to put your hands in the pockets until you are out of the store."
Joshua Burgin,Joyful,4,16,3,8,Why not?!
Rachel Green,Peaceful,4,16,3,9,"Well, that's because of a lot of..."
Joshua Burgin,Powerful,4,16,3,10,"Y'know, they ruin it for everybody."
Rachel Green,Powerful,4,16,3,11,I know!
Joshua Burgin,Sad,4,16,3,12,"Y'know, I wore that cashmere sweater on a date last night."
Rachel Green,Powerful,4,16,3,13,Oh?
Joshua Burgin,Powerful,4,16,3,14,"Yeah, it was my first date since the uh, since the divorce."
Rachel Green,Joyful,4,16,3,15,"Well, congratulations, so do you love her?"
Joshua Burgin,Peaceful,4,16,3,16,"No, no, no, she's nice but, y'know, it just it made me realize that I'm just not, I'm just not ready to be dating, y'know?"
Rachel Green,Peaceful,4,16,3,17,"Huh. Well, uh, that's uh, that's interesting."
Joshua Burgin,Powerful,4,16,3,18,"Hey-whoa-hey-hey, what was that?"
Rachel Green,Scared,4,16,3,19,"Oh, it's just an anti-theft device."
Joshua Burgin,Joyful,4,16,3,20,"Then uh, what's-what's this?"
Rachel Green,Scared,4,16,3,21,"You need that, you need that too 'cause obviously, a thief could just tear this up."
Joey Tribbiani,Neutral,4,16,7,2,"Oooh, what you got there?"
Phoebe Buffay,Neutral,4,16,7,3,Pastrami.
Joey Tribbiani,Neutral,4,16,7,4,"Oh-ho-ho, yeah! Hey! Y'know what goes good with that?"
Phoebe Buffay,Neutral,4,16,7,5,"Hm-mm, corn beef."
Joey Tribbiani,Neutral,4,16,7,6,"Ooh, I was gonna say bologna, but that's much better. How about a little of that smoked turkey?"
Phoebe Buffay,Neutral,4,16,7,7,Okay.
Joey Tribbiani,Joyful,4,16,7,8,Oh mama! Uh when-when is the baby due?
Phoebe Buffay,Neutral,4,16,7,9,Six months.
Joey Tribbiani,Neutral,4,16,7,10,"Ugh. Now if a cow should die of natural causes, I can have one of those right?"
Phoebe Buffay,Neutral,4,16,7,11,Not if I get there first.
Mr. Treeger,Joyful,4,17,1,2,"Ohhh, man!!"
Joey Tribbiani,Powerful,4,17,1,3,What is that?
Chandler Bing,Joyful,4,17,1,4,Treeger's snaking the shower drain.
Mr. Treeger,Peaceful,4,17,1,5,What in the name of hell?
Joey Tribbiani,Sad,4,17,1,6,Maybe he found you flip-flop.
Chandler Bing,Mad,4,17,1,8,Hey!
Joey Tribbiani,Scared,4,17,1,9,Whoa! Is this porn? What did I do? I must've hit something on the remote.
Chandler Bing,Powerful,4,17,1,10,Do we pay for this?
Joey Tribbiani,Neutral,4,17,1,11,"No, we didn't even pay our cable bill-maybe this is how they punish us."
Chandler Bing,Sad,4,17,1,12,Maybe we shouldn't pay our phone bill-free phone sex.
Joey Tribbiani,Peaceful,4,17,1,13,Maybe we shouldn't pay our gas bill?
Mr. Treeger,Joyful,4,17,1,14,"Whoa, hey, that lady's all kinds of naked."
Chandler Bing,Joyful,4,17,1,15,"Yeah, Joey just pressed something on the remote and it just, came on!"
Mr. Treeger,Neutral,4,17,1,16,"Yeah, it happened to me once. I was just flipping through the channels and bam! It was like finding money."
Chandler Bing,Powerful,4,17,1,17,Like finding money with naked people on it!
Mr. Treeger,Peaceful,4,17,1,18,"Then I made the mistake of turning off the TV, I never got it back again. And I'm sad."
Joey Tribbiani,Neutral,4,17,1,19,Why would he turn off the TV?
Rachel Green,Powerful,4,17,2,2,"All right, y'know what, come on, do we really have to watch this while we eat?"
Chandler Bing,Scared,4,17,2,4,We don't know what could make this go away.
Joey Tribbiani,Sad,4,17,2,5,"Yeah, so no one touches the remote. And no one touches the TV!"
Chandler Bing,Peaceful,4,17,2,6,And no one touches the air around the TV!
Joey Tribbiani,Mad,4,17,2,7,"Imagine a protective porn bubble if you will, okay?"
Monica Geller,Powerful,4,17,2,8,"Well at least, I'm going to mute it."
Chandler Bing,Scared,4,17,2,10,We still have porn.
Joey Tribbiani,Peaceful,4,17,2,11,Hey.
Phoebe Buffay,Powerful,4,17,2,12,Hi!
Monica Geller,Joyful,4,17,2,13,Hi!
Rachel Green,Powerful,4,17,2,14,"Honey, what are you doing? That's too heavy."
Phoebe Buffay,Neutral,4,17,2,15,Yeah.
Rachel Green,Powerful,4,17,2,16,"Give it here. Oh, God."
Monica Geller,Peaceful,4,17,2,17,Okay.
Phoebe Buffay,Scared,4,17,2,18,"Ohh, I'm getting too pregnant for this, lugging around a stupid massage table. Y'know, I have to find a job where I carrying a smaller table."
Chandler Bing,Peaceful,4,17,2,19,Or a job where you don't have to carry a table.
Phoebe Buffay,Peaceful,4,17,2,20,You mean like a doctor?
Joey Tribbiani,Scared,4,17,2,21,Pheebs! You're blocking the porn! Look out!
Phoebe Buffay,Joyful,4,17,2,22,"Ohh! Oh my. Oh, that reminds me, I have to see my OB-GYN today."
Ross Geller,Neutral,4,17,3,2,Hi.
Monica Geller,Neutral,4,17,3,3,Hi.
Ross Geller,Scared,4,17,3,4,"So uh, Emily just went to the airport."
Monica Geller,Neutral,4,17,3,5,Oh. Why didn't you take her?
Ross Geller,Scared,4,17,3,6,"Eh, her-her uncle already had planned on doing it. And y'know, we-we said our good-byes this morning, so..."
Monica Geller,Powerful,4,17,3,7,You must feel horrible. Hey! The guys have free porn!
Ross Geller,Neutral,4,17,3,8,Nah.
Monica Geller,Peaceful,4,17,3,9,"Hey, cheer up! You're gonna see her again, right?"
Ross Geller,Scared,4,17,3,10,"Well I, that's the thing, I don't know! I mean, whenever I brought it up with her she said, ""This is so fantastic! Why do we have to talk about the future? Let's just enjoy..."""
Monica Geller,Peaceful,4,17,3,11,"No-no-no, don't-don't do the accent. You've got to see her again."
Ross Geller,Powerful,4,17,3,12,And why do you care so much?
Monica Geller,Powerful,4,17,3,13,Because! You could get to live out my fantasy!
Ross Geller,Neutral,4,17,3,14,You had fantasies about Emily?
Monica Geller,Powerful,4,17,3,15,"No! Y'know, the fantasy! Meet someone from a strange land, fall in madly love, and spend the rest of your lives together."
Ross Geller,Peaceful,4,17,3,16,Is that why in junior high you were the only one that hung out with that Ukrainian kid?
Monica Geller,Peaceful,4,17,3,17,"Yeah that, plus his mom used to put sour cream on everything!"
Ross Geller,Neutral,4,17,3,18,Ahh.
Monica Geller,Joyful,4,17,3,19,Do you love her?
Ross Geller,Peaceful,4,17,3,20,"We said it was only going to be two weeks, y'know?"
Monica Geller,Powerful,4,17,3,21,You love her!
Ross Geller,Peaceful,4,17,3,22,What-what is love really?
Monica Geller,Powerful,4,17,3,23,"Ohhh, I knew you loved her! Then you need to go to the airport and tell her. You're probably just gonna catch her just as she's about to go to the gate. You're gonna call out her name and say, ""I love you!"" And she's gonna say, ""I love you, too!"" And you guys are going to have the most amazing kiss, everyone at the gate will applaud."
Ross Geller,Peaceful,4,17,3,24,I am a good kisser.
Monica Geller,Powerful,4,17,3,25,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in... I've been watching too much porn."
Rachel Green,Joyful,4,17,4,2,Is that the heartbeat?
The Doctor,Joyful,4,17,4,3,That's it.
Phoebe Buffay,Joyful,4,17,4,4,Oh my God!
Rachel Green,Joyful,4,17,4,5,Oh wow! This is so cool.
The Doctor,Powerful,4,17,4,7,Have we talked about the possibility of multiple births?
Phoebe Buffay,Joyful,4,17,4,8,"Why don't take care of this one, and should I get pregnant again, I'll hold onto your card, okay?"
The Doctor,Powerful,4,17,4,9,"No, I'm getting three separate heartbeats."
Phoebe Buffay,Neutral,4,17,4,10,Three? You guys were worried I wouldn't even have one!
The Doctor,Mad,4,17,4,11,Doctors are wrong all the time.
Phoebe Buffay,Joyful,4,17,4,12,"Well, yeah."
Rachel Green,Powerful,4,17,4,13,"Well, so, are-are you sure that there are three?!"
The Doctor,Peaceful,4,17,4,14,Definitely.
Phoebe Buffay,Joyful,4,17,4,15,Oh my God! Oh my God! Oh my God!! So I-I mean so in a few months I'm going to have three full grown babies just walkin' around inside me?! Oh! Oh! And it's gonna be one of those log rides where they just come shooting out!
The Doctor,Joyful,4,17,4,16,"Actually, giving birth to three babies isn't that different from giving birth to one."
Phoebe Buffay,Neutral,4,17,4,17,What do you know?!
Alice Knight,Joyful,4,17,5,2,"Oh-oh, Phoebe!"
Phoebe Buffay,Joyful,4,17,5,3,Ooh! Hi!
Alice Knight,Joyful,4,17,5,4,"Hi! So, how did it go at the doctors?"
Phoebe Buffay,Neutral,4,17,5,5,"Oh well, okay, hey, y'know how when you're umm, you're walking down the street and you see three people in a row, and you say, ""Oh, that's nice?"""
Frank Buffay Jr.,Neutral,4,17,5,6,Yes.
Phoebe Buffay,Joyful,4,17,5,7,"Okay, yeah well, good news, you're going to have three babies."
Alice Knight,Powerful,4,17,5,8,Three babies?
Frank Buffay Jr.,Joyful,4,17,5,9,I finally got my band!
Alice Knight,Joyful,4,17,5,10,"We're gonna have a big family, I've always wanted a big family!"
Phoebe Buffay,Joyful,4,17,5,11,"Oh God, I'm so glad you guys are happy, I was so afraid you were going to be all freaked."
Frank Buffay Jr.,Powerful,4,17,5,12,Why would we be freaked?
Phoebe Buffay,Neutral,4,17,5,13,"No, no maybe 'cause it's harder to raise them, and the added expense, and..."
Frank Buffay Jr.,Joyful,4,17,5,14,Oh.
Alice Knight,Neutral,4,17,5,15,Right.
Phoebe Buffay,Powerful,4,17,5,16,"No, back to happy. Back to happy!"
Alice Knight,Powerful,4,17,5,17,"No-no-no, no, it's going to be fine. Because umm, because I teach Home Ec, and uh, I can have 30 kids making baby clothes all year long. Y'know it'll-it'll be like my very own little sweatshop."
Frank Buffay Jr.,Neutral,4,17,5,18,"Yeah, I've been thinking ever since you said we were having triplets, the best thing for me to do is to drop out of college and get a job."
Alice Knight,Peaceful,4,17,5,19,"No, Frank."
Phoebe Buffay,Powerful,4,17,5,20,No you can't quit college! No! You're in college? Really?
Frank Buffay Jr.,Neutral,4,17,5,21,"Yeah, refrigerator college."
Alice Knight,Neutral,4,17,5,22,Yeah.
Frank Buffay Jr.,Powerful,4,17,5,23,"Yeah, y'know when we found out we were going to have a baby, y'know I figured y'know like I should y'know have like a career-and I love refrigerators!"
Phoebe Buffay,Peaceful,4,17,5,24,You can't give up on your dream.
Frank Buffay Jr.,Powerful,4,17,5,25,"No, it's okay. We're-we're gonna have three kids! And that's-that's a different kind of dream. Three kids and no money."
Ticket Agent,Neutral,4,17,6,2,This is the boarding call for Flight 009.
Ross Geller,Powerful,4,17,6,3,Emily!
Emily Waltham,Mad,4,17,6,4,Oh my God! What are you doing here?
Ross Geller,Peaceful,4,17,6,5,"I just, I had to see you one more time before you took-off."
Emily Waltham,Joyful,4,17,6,6,You are so sweet.
Ross Geller,Joyful,4,17,6,7,"That's, that's, that's a big candy bar. I had the most amazing time with you."
Emily Waltham,Joyful,4,17,6,8,Me too.
Ticket Agent,Neutral,4,17,6,9,This is the final boarding call for Flight 009.
Emily Waltham,Peaceful,4,17,6,10,"Well, that' me. Here, have this. I'm only allowed one piece of carryon anyway."
Ross Geller,Powerful,4,17,6,11,"Wait uh, listen. I-I, I have to tell you something. Umm, I've been thinking, I'm just gonna come out and say it. Okay? I-I-I ah, I-I think I love you."
Emily Waltham,Powerful,4,17,6,12,Oh. Thank you.
Ross Geller,Neutral,4,17,6,13,That's no problem.
Rachel Green,Neutral,4,17,8,2,Hey!
Chandler Bing,Powerful,4,17,8,3,"Hi! Listen, can we watch cartoons on your television? We need a porn break. We spent the last two hours watching In & Out & In, Again."
Rachel Green,Powerful,4,17,8,4,"Well, so, why don't you just turn it off?"
Chandler Bing,Peaceful,4,17,8,5,Because then we would be the guys who turned off free porn.
Phoebe Buffay,Joyful,4,17,8,6,"Ooh, good, you're hear! Okay."
Monica Geller,Neutral,4,17,8,7,Hey!
Phoebe Buffay,Neutral,4,17,8,8,Hi!
Rachel Green,Neutral,4,17,8,9,"Well, what-what 'cha got there?"
Phoebe Buffay,Joyful,4,17,8,10,"Oh this, well I'm glad you asked. Now, don't you hate it when you have to cut a tin can with an ordinary steak knife? Ahh! Now, I know what you're thinking..."
Chandler Bing,Powerful,4,17,8,11,Pregnant Woman Slays Four?
Monica Geller,Scared,4,17,8,12,"Phoebe, they didn't make you pay for those knives, did they?"
Phoebe Buffay,Powerful,4,17,8,13,No!
Monica Geller,Neutral,4,17,8,14,Are you sure?
Phoebe Buffay,Scared,4,17,8,15,No!
Rachel Green,Joyful,4,17,8,16,"Honey, you're not gonna make enough money to help Frank and Alice just by selling knives."
Phoebe Buffay,Powerful,4,17,8,17,"No-no, I know that, but I just have to make enough money for the second part of my plan."
Chandler Bing,Scared,4,17,8,18,What's the second part of your plan?
Phoebe Buffay,Joyful,4,17,8,19,My Saturn dealership.
Ross Geller,Neutral,4,17,9,2,Hello?
Emily Waltham,Neutral,4,17,9,3,Ross.
Ross Geller,Powerful,4,17,9,4,"Emily, hi! Uh, how-how was you flight?"
Emily Waltham,Peaceful,4,17,9,5,It was dreadful. I felt terrible about how I acted when you said those wonderful things.
Ross Geller,Scared,4,17,9,6,"No, no, that-that, that's all right. Umm, I'm just glad you called."
Emily Waltham,Scared,4,17,9,7,"Ross umm, there's something that I've got to tell you, there's-there's someone else."
Ross Geller,Scared,4,17,9,8,Does that mean the same thing in England as it does in America?
Ross Geller,Joyful,4,17,10,2,"She doesn't know which one of us she wants, me or this Colin guy."
Monica Geller,Joyful,4,17,10,3,"This isn't how it's supposed to go, there can't be another guy."
Ross Geller,Peaceful,4,17,10,4,Well...
Monica Geller,Powerful,4,17,10,5,Of course there's another guy!! This is even more perfect! Now you have to prove your love!
Ross Geller,Powerful,4,17,10,6,"I'm not proving anything. Okay, I'm done listening to you. If I hadn't let you talk me into going to the airport in the first place, I never would've put my fist through the wall!"
Chandler Bing,Joyful,4,17,10,7,You put your fist through the wall?
Ross Geller,Sad,4,17,10,8,"No, I missed and hit the door. But, it opened really hard!"
Monica Geller,Joyful,4,17,10,9,You have to go to London!
Ross Geller,Scared,4,17,10,10,What?
Monica Geller,Mad,4,17,10,11,"Yeah, you have to go fight for her!"
Joey Tribbiani,Neutral,4,17,10,12,"Oh yeah, sure, that makes sense. Yeah. 'Cause you already told her you love her and she didn't say it back, then she called you and told you that there's another guy, so yeah, go to London that'll scare her!"
Monica Geller,Sad,4,17,10,13,"When Rachel was with Paulo, what did you do?"
Ross Geller,Joyful,4,17,10,14,I made fun of his accent.
Monica Geller,Sad,4,17,10,15,"You sat back and let him have her, you didn't fight at all. Am I right? Do you want the same thing to happen with Emily?"
Ross Geller,Neutral,4,17,10,16,No.
Monica Geller,Peaceful,4,17,10,17,"All right then, go fight for her! Go to London! I mean, that could be you and Emily! That, but-but nicer. Just, go to London!"
Ross Geller,Scared,4,17,10,18,Really?
Monica Geller,Mad,4,17,10,19,Come on! Surprise her! Show up at her doorstep! Don't let her go without a fight!
Ross Geller,Peaceful,4,17,10,20,"All right. All right, I'm gonna do it!"
Monica Geller,Neutral,4,17,10,21,All right.
Ross Geller,Scared,4,17,10,22,"I'm gonna, I'm gonna go to London and I'm going to fight for her."
Monica Geller,Neutral,4,17,10,23,"Okay, good luck!"
Joey Tribbiani,Neutral,4,17,10,25,"Ross! Ross! If you're going to the airport, could you pick me up another one of those Toblerone bars?"
Rachel Green,Joyful,4,17,11,2,Hey!
Phoebe Buffay,Joyful,4,17,11,3,Ooh-Ooh! I did it! I did it! I figured out a way to make money! I'm gonna open up my own massage place and Frank's gonna help me! And! We can work it around his schedule so he doesn't have to quit school!
Monica Geller,Neutral,4,17,11,4,"That's sounds great, but how are you going to afford it?"
Rachel Green,Joyful,4,17,11,5,"Well, we were walking down the street and we saw that van that you guys used for catering and we realised..."
Phoebe Buffay,Joyful,4,17,11,6,I'm telling it! I'm telling it!
Rachel Green,Peaceful,4,17,11,7,Okay.
Phoebe Buffay,Joyful,4,17,11,8,"Okay. You know how people need transportation, but they also need massages to help them relax so I just figured we could combine the two, okay, I give the massages and Frank drives! I can fix up the van, bolt the table in the back, and you know what I've got?"
Chandler Bing,Peaceful,4,17,11,9,A place where no one will ever get out alive?
Phoebe Buffay,Powerful,4,17,11,10,"No! Think about it, it's a taxi that people take when they need to relax, it's..."
Rachel Green,Joyful,4,17,11,11,Relaxi-Taxi!
Phoebe Buffay,Neutral,4,17,11,12,The name was my favourite part!
Rachel Green,Joyful,4,17,11,13,"Well, well I can up with it!"
Phoebe Buffay,Scared,4,17,11,14,YOU DID NOT!!!! Oh! No! You came up with Relaxi Cab! That's not good.
Rachel Green,Neutral,4,17,11,15,"Well, I..."
Monica Geller,Neutral,4,17,11,17,Hello.
Ross Geller,Neutral,4,17,11,18,Hey.
Monica Geller,Joyful,4,17,11,19,"Oh my God! Ross, are you in England? Was Emily surprised?"
Ross Geller,Mad,4,17,11,21,"No, because she hasn't come home yet. And she hasn't been home all night! She's obviously staying with that other guy, and I'm the stupid moron who spent the whole night outside her apartment!"
Monica Geller,Peaceful,4,17,11,22,"All right. When is, when is the next flight out?"
Ross Geller,Neutral,4,17,11,23,About four hours.
Monica Geller,Neutral,4,17,11,24,"Okay, just stay there a couple more hours and if she doesn't show up by then, then just come on home."
Phoebe Buffay,Neutral,4,17,11,25,"Hey, tell him about Relaxi-Taxi, and-and ask him if he thinks that's better than Relaxi Cab."
Rachel Green,Joyful,4,17,11,26,"Okay, it's not Relaxi Cab. It's Relaxicab, like taxicab."
Phoebe Buffay,Joyful,4,17,11,27,"Oh, that is better."
Chandler Bing,Neutral,4,17,12,2,Are we in London?
Monica Geller,Mad,4,17,12,3,What are you doing here? You can't be here!
Emily Waltham,Scared,4,17,12,4,"I've uh, I've come to talk to Ross."
Emily Waltham,Scared,4,17,12,6,What?
Joey Tribbiani,Scared,4,17,12,7,"Nothing. No, nothing."
Emily Waltham,Scared,4,17,12,8,"I was going to call him, but..."
Monica Geller,Joyful,4,17,12,9,"Oh, you came to tell him you love him! I knew it! I was right! I'm right, right?"
Emily Waltham,Scared,4,17,12,10,I'd really rather talk to him.
Monica Geller,Sad,4,17,12,11,Oh.
Emily Waltham,Scared,4,17,12,12,"I uh, I've been to his apartment and he wasn't there, and uh. I need to talk to him, so do you have any idea where he is?"
Emily Waltham,Scared,4,17,12,14,"Ross, are you there? Ross, I don't know if you can hear this but... I'm gonna talk anyway, uh, I'm in the States with you sister and your friends and it's all over with Colin. I came here to tell you that, and to tell you-Yes, Joey you can have all the chocolate you want, just take it! Uh, I came here to tell you that I love you."
Ross Geller,Joyful,4,17,12,15,"I love you too! I'm, I'm gonna call you right now from the phone booth! You can't hear me."
Emily Waltham,Sad,4,17,12,16,"I wish I could know if you'd heard any of that. I suppose I've either just told you I love you or given my neighbours a good laugh. Mrs. Newman if you're listening, bugger off this in none of your business. I suppose there's not much chance you did heard that, and there's the call waiting so, I should go. Oh well. Hello."
Ross Geller,Joyful,4,17,12,17,Hi.
Emily Waltham,Joyful,4,17,12,18,"Ross, I love you!"
Ross Geller,Joyful,4,17,12,19,Ohh! Thank you.
Chandler Bing,Neutral,4,17,13,2,Hey.
Joey Tribbiani,Neutral,4,17,13,3,Hey.
Chandler Bing,Powerful,4,17,13,4,"I was just at the bank, and there was this really hot teller, and she didn't ask me to go do it with her in the vault."
Joey Tribbiani,Mad,4,17,13,5,"Same kind of thing happened to me! Woman pizza delivery guy come over, gives me the pizza, takes the money, and leaves!"
Chandler Bing,Peaceful,4,17,13,6,"What, no, ""Nice apartment, I bet the bedrooms are huge?"""
Joey Tribbiani,Scared,4,17,13,7,Noo! Nothing!
Chandler Bing,Peaceful,4,17,13,8,"Y'know what, we have to turn off the porn."
Joey Tribbiani,Powerful,4,17,13,9,I think you're right.
Chandler Bing,Peaceful,4,17,13,11,"All right, ready?"
Joey Tribbiani,Joyful,4,17,13,12,One.
Chandler Bing,Joyful,4,17,13,13,Two.
